Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images,Latitude,Longitude
 Koi,"1011 1 St SW, Calgary, AB T2R 1J2",(403) 206-1564,https://www.opentable.ca/r/koi-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,"Koi has been a consistent member of the arts and music scene in Calgary for over a decade, and continues to grow as an integral part of the cityâs culture.  With exciting events, a great rotation of local visual artists, fresh in-house created cocktails and an elevated new Asian-fusion menu, this hip spot is breaking ground to bring you new experiences on the regular. A beacon to Calgaryâs growing music scene, Koi remains one of downtown Calgaryâs best restaurant bars to take in live sessions. Enjoy a blended cuisine inspired by the best food out of China, Korea and Japan with a plethora of vegetarian, vegan, gluten free and allergen friendly options.  If you like a cocktail with your show, you will be blown away by the innovative creations from the bar.  There is certainly a little something for everyone.  Immerse yourself in an intimate and passionate atmosphere flavoured for the Calgary arts scene.","Contemporary,Asian,Downtown","['https://s2.qwant.com/thumbr/474x355/6/0/244665f176181580068cfb5670dad52a531e429134d04367b1b8f1801c8a25/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6i4w3TVSfAa7V-MpVpx2XwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/7/1/fcb76ca2a74a140bee06c68865f7eadb08b635fef5615223c4fee40a791249/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.TJVS-R90ilbnMvcpQDkUMQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/5/5/290143ab7f557226e5f616b432106d01e09af3c00c3a384060e315cc7a5c1f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LFm2VI9svcSRM0yyQRnIQQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0427853,-114.0659277
 Original Joe's - Stephen Ave,"109 8 Ave SW, Calgary, AB T2P 1B4",(403) 262-7248,https://www.opentable.ca/r/original-joes-stephen-ave-calbary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3,0.5,"Our first restaurant & bar opened in Marda Loop, Calgary, & even way back in 1997, it was comfortable, accessible & affordable. From the very beginning, Original Joeâs fell in step with exactly what it has always been about. A down-to-earth, down the street experience for all.We never take ourselves too seriously. We love good food experienced in the company of true friends, in an atmosphere that fits us like a well-worn pair of jeans. It feels real here & thatâs just fine by us. No pretense. No frou-frou. Just craft beers, approachable wines & tried-and-true cocktails. All served up with the kind of fresh-made comfort food you crave again & again. To this day we still hand cut our fries, serve most of our entrÃ©es with two sides & pour our own Original Joeâs beer.  So, come sit at our bar without having to lowers yours. ","Burgers,Downtown","['https://s1.qwant.com/thumbr/474x248/8/8/895ca19d8236de49ccdeefe5c3b34ad486d870d1fef021908d59b800d849d2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.0qmXE-K6dULPw4gQ5py89wHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/8/efdfa0d8c797bf2b733a7260688a29e7072c7635fe358a8ef781844f0397b6/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.BXmk9YB5OpRq-s8ADETmWwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/4/a/825238b2166b741e8433ecb346be2fb9418bb2acf4dd0412e46a1ba44af0cd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xAdnw7WsfPLFYnH8M_BtUQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0452941,-114.0636947
 OWL Patio & Bar,"320 4 Ave SW, Calgary, AB T2P 2S6",(403) 463-2335,https://www.opentable.ca/r/owl-patio-and-bar-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.5,0.5,"The Westin Calgaryâs iconic 1960s fine dining restaurant, The Owlâs Nest reinvents itself with a pop-up outdoor modern twist introducing: Owl Patio & Bar. The outdoor patio offers an energetic atmosphere, making this casual eatery perfect for soaking up some Calgary sunshine while enjoying appetizing food and beverages. Curated by Chef Michael Batke, the menu offers classic lounge fare including delicious appetizers, flatbread pizzas, and handhelds. With summer here, locals and travelers can cool off with a signature cocktail or with local craft beers, ciders, fine wines, and Owlâs very own Owl Bar Lager by Railyard Brewing.","Contemporary,Canadian,Calgary","['https://s1.qwant.com/thumbr/474x474/a/0/25341e5b5679dea63b8deb037efbe333077e32e885be8095d0af8ac996c979/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.tf9Hr3kUT0eXgWW-h835EgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/6/b/b409bb700732593b1b387b5f2501f375e3f317f87ea3d31669ed2e1f773011/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.K9hb8gCUHNZBi_Zq9tpDWgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/a/e7adddd6da8a7743c173be8177e442b1a24127f8f686636fa2d5b384ab6998/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Y8ncZA9kYKqKpFRolv9AsgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",51.05018365,-114.0693031
 Bridgette Bar,"739 10 Ave SW, Calgary, AB T2R 0B3",(587) 319-6827,https://www.opentable.ca/r/bridgette-bar-calgary?corrid=26186fa6-0a4f-4934-b0ab-72f332d001dd&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.7,0.5,"Open Monday - Sunday in the heart of Calgary's Design District. Bridgette Bar is a chef-driven bar featuring Chef JP Pedhirney's ambitious menu. Lunch, happy hour, dinner and late nights in a mid-century modern setting. ","American,Downtown","['https://s1.qwant.com/thumbr/474x711/3/5/74bbe96ed4a6d636bb120f0a6e79c5d47a81dd2a681e35761555a59713448e/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Pnm0qx51EKlYoHIkqmnBOwHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/6/3/f2ad2ef742bf69794e702a851a223cb3910dc270fc6cc47350b1223e73f935/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.j6ZNpzwQsddQC-GkZ5orMQHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x711/a/b/e535fc4706161914e02f1f5c94de4231b715769c78288f3126ca6479b1a265/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.IrE3Y7tjlZIY40kcCfhCWAHaLH%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0435354,-114.078718
 Sensei Bar,"1520 14 St SW, Calgary, AB T3C 1C9",(403) 230-4388,https://www.opentable.ca/r/sensei-bar-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.75,"A Chef-Driven Bar where boozy cocktails & sake flow to old-school beats, and a modern and rebellious take on Asian eats, serve up good times with mastery. Tucked away a stride from 17th Avenueâs nightlife, our intimate and urban space welcomes you all night and late-night. Our little-but-loud menu puts a boldly flavourful, yet nourishing spin on Korean and Taiwanese bites - all starring local ingredients and the beloved bao bun. Pair it with our curated cocktails, sake and bow down to the bao with your inner Sensei.","Contemporary,Asian,Beltline","['https://s1.qwant.com/thumbr/474x484/a/1/19f1e455ffae7e6a8e2b333968a3a7c2c3eabc858e7952a043fd249ccb8ef7/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.MUN3XXleAAsjlzm3L81lOAHaHk%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/d/0/b130a38e0529792cece4eca3c7be5d2919ab4904add4722d0f5ddbdd2f5766/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.fze4Gx8eKp3tQBM2XxfcEAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x356/8/e/ed2844d3fdabb80e12c92e388a1d74145ceeb2197d8e7b02d9d53b02270489/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.gfC7wo86SYsanNjqaLhQTAHaFk%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0387125,-114.0943712
 Lulu Bar,"510 17 Ave SW, Calgary, AB T2S 0B1",(403) 930-5707,https://www.opentable.ca/r/lulu-bar-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5,0.5,"Lulu Bar is an escape from the ordinary. Its welcoming vibe is reminiscent of hidden gems from your last vacation, only better because itâs right here in your own backyard. With a healthy, Pacific-inspired menu, Luluâs wood-fired food is light and fresh â but heavy on flavour.Chef Joseph Sokoloffâs fare is a tribute to the Pacific Ocean and many of the regions that touch it, with influences from Asia to Hawaii, California to British Columbia. Luluâs fun, light, and refreshing drink menu is equally well-travelled. Its sake, beer, and creative cocktail offerings will make you feel like youâre far from home â and we like that.","Pacific,Rim,Downtown","['https://s2.qwant.com/thumbr/474x711/f/a/d3c0cf03526cd297a7db36ff3775398e2608c9c98d06bc5966dfd0e49ac0ff/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.KiMSTH0wNmQQTLPt3zn_QAHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/b/e6bd8b2f8161c7cb6133537fca9babac814af501ae0e554a5a3dd679a048bd/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ezpnrkLPQtSR55cI0JSIdQHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/2/1/95c81720f8c153dce348141e1662e075e739e2f25dfc7e16469e27e308e89e/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.PxaLeV7cAHz-UK8ZXD5KFQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0380258,-114.0722013
" Gyu-Kaku - Calgary, AB","638 6 Ave SW #100, Calgary, AB T2P 0S4",(587) 538-6601,https://www.opentable.ca/r/gyu-kaku-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.5,"We are open for limited dine-in service.We have updated our operations in accordance with all government guidelines to put your health and safety first.To maintain a safe environment for you and Gyu-Kaku staff, we ask that all guests understand and adhere to the following:- Masks are recommended- There may be limits on party sizes.- We are serving a limited menu. Not all Grand Menu items will be available during our immediate reopening.- We only accept payment via credit, debit card and cash.- There is a automatic service charge of 18%  on parties of 6 or more","Japanese,Calgary","['https://s1.qwant.com/thumbr/474x636/a/0/c442cde7de8ad111655144873d823ed0071715aa87d3764b076ad836b60baa/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.xNfgH0Ck2K4pmsfppAtFUAHaJ8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/450x450/0/7/a44ba6029aec277b0023c9a9b0b553570d879d9fa600e07b7d233c13ae5227/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.0bVgSx2d819tRJJRbrN39AAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/250x250/e/e/90adf1ea16e7b8a71de4d0ac292c6c3ebc20a1aa9be99a8adb7e72a6e1e124/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.CKv1V72KqDukjU6heRYZjAAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0479338,-114.0759523
 MODERN STEAK on Stephen Avenue,"100 8 Ave SE, Calgary, AB T2G 0K6",(403) 244-3600,https://www.opentable.ca/r/modern-steak-on-stephen-avenue-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2,1,"Four key pieces separate us from a traditional steakhouse.1) We only serve ranch specific Alberta Beef. That means we donât serve beef from anywhere else on the planet. We know our farmers and ranchers personally and respect the hard work they put into produce our beef. We like our beef to be, hormone & antibiotic free and pasture raised. Happy cattle make for better steaks. 2) We are one of just a handful of steakhouses in Canada that serves, Grass-fed, Grain-fed, Wet-aged, Dry-aged and Wagyu beef 365 days a year. Our beef is always fresh never frozen.3) We use an 1800o Infrared Grill to cook your steaks. Our grill stays at very consistent high heat versus a traditional open flame grill. The high heat creates a flavourful crust on outside of the steak and leaves a juicy centre.4) Our dÃ©cor is warm and modern. The tradition has always been dark wood, leathers and a muted palate for a steakhouse. We broke the mold and decided to add hand selected music that reflects us! ","Steakhouse,Downtown","['https://s1.qwant.com/thumbr/474x474/0/d/ba5303f406b28d360bcf53af8271fee1ef79f93eead73c637aee657f7326cc/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.c1P1fhvGrme7njZiHCOK3wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/f/9/24aa37c0589046ffe5c398c2f90513f5f789f4029efc26db8bba1c63305828/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.li0_1416p5P2TJ7M3Fw_VwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x245/2/3/a5eaf0f33b2a2f9549fd6fa91de4f78ecf859b08c8390d52c83231615a85bd/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.72qYEqKlF2TkCullu9J9qAHaD1%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0456634,-114.0628283
 ANEJO Restaurant,"2116 4 St SW #2, Calgary, AB T2S 1W7",(587) 353-2656,https://www.opentable.ca/anejo-restaurant?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,"The Face of 4th StreetAÃ±ejo - A stunning multi-level sky-lit room, inspired & interactive Mexican cuisine, Canada's largest tequila selection, and Calgaryâs best margarita.Fresh, locally grown ingredients, cooked to perfection in Mexican style with a flair for contemporary flavours. Vibrant, boisterous, and bold.  The province of Jalisco is the inspiration behind our Fresh Ceviche, handcrafted Margaritas, Para la Mesa Guacamole, and Molcajete Bowls; both prepared in traditional lava-rock mortar.Open daily at 11AM - we offer lunch until 3PM daily, featuring the ""Speedy Gonzales"" lunch combo. Our famous #halfyhour is 3PM - 5PM and 9PM-close daily - all tacos & tequila are half price and all margaritas and beers are $6.Tequila - The finest, & possibly most misunderstood spirit in the world. All of our carefully selected tequilas are made with 100% Blue Weber agave.","Mexican,Mission","['https://s2.qwant.com/thumbr/474x474/5/3/532b8f6868944e4026a8070ee47ad6c18317785bf1334fb1f32eb605941588/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.WicqRmTTLEGkKIfl_v4QmQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/a/e57c7d9e27c37de3175dd88d7cd29495b5c3c9127ab0f1e2190665b06c3e9d/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qUOJu5JWmEEqARi4pHfUHwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/9/c/a00900140138d52ad56b90db75f5da8c0f7799644edc4ae1315d9fa1fadfe5/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.1c6C6PYfpB30isNpe_EqrgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0337159,-114.071268
 Pigeonhole,"306 17 Ave SW, Calgary, AB T2S 0A8",(403) 452-4694,https://www.opentable.ca/pigeonhole?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.75,"All day drinking and dining from 11:00am-11:00pm. One menu for lunch, dinner and late night.","Dining,Bar,Downtown","['https://s2.qwant.com/thumbr/474x711/e/d/3ed8e0af270d7633a63d6708ffd7a7819455da72c7a3b11c0870842953a28f/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.iSSKpS6p1QEQyQdPJpMWhAHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x711/8/6/144d88e09dc9a67793695aead8931fa0684e94a9f3cc3591b64fbc77f5c35a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.jFPvxKkyV2omltTvEYRKiAHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x632/f/f/7bb8d4a5f0a9e6ef32b89dd2753c27cbd3b11b3b990b474703a5ab0a3b00d8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.EES_6c9yaikDo2RCGMnXMwHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0379387,-114.0689245
 Milestones Grill + Bar - Calgary - Stephen Avenue,"107 8 Ave SE, Calgary, AB T2G 0K4",(403) 410-9521,https://www.opentable.ca/r/milestones-grill-and-bar-calgary-stephen-avenue-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.1,0.5,"Patio seating is available at a first come first serve basis. We do not accept reservations for the patio at this time.You can always give us a call ahead of time to inquire about space available! 403-410-9521The classics you love prepared with a perfect twist, all served up in an atmosphere that feels just right. Thatâs the Milestones promise. So, whether youâre celebrating a milestone, making the most of Happy Hour or enjoying brunch with friends, you can be sure that every Milestones experience is a simple and perfectly memorable one.","Global,International,Downtown","['https://s1.qwant.com/thumbr/474x474/9/d/0898cf59639206e27fe750556b84a6b15360c3a1bf5ae73433654c1ca66ae4/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.KQWB2SzMQKypQn3uCbjBvQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/8/0/7c36b1eed27f3be73e7bb09dc50670169d1e503cefd8a82e8fc6728b3c5485/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.rpakBOyphHGemYo0vSPliAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/0/4/87ab9812c31c36b7a9462e7120bdadef30227c10af7dd8a3734fcab330f562/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.AiMRUYvot5KZuZxxxs1n0AHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0453858,-114.06274
 charbar,"Simmons Building, 618 Confluence Way SE, Calgary, AB T2G 0G1",(403) 452-3115,https://www.opentable.ca/charbar?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,"Located in East Village and housed in the historical Simmons Building along the Bow River, charbar is spearheaded by executive chef Jessica Pelland with the support of co-owners and Top Chef chefs Connie DeSousa and John Jackson. One of Canadas best restaurants partners with Sidewalk Citizen Bakery and Phil & Sebastian Coffee Roasters to create a collaborative and communal destination. Charbar restaurant features cuts of ultra-dry aged Alberta beef and an ocean wise seafood raw bar, that spills out onto the open air riverfront patios with views of the bow river. At its heart is a custom-made Argentine wood-fired grill honouring the art of asado and the culinary inspirations of Spain and Italy.","Canadian,Downtown","['https://s1.qwant.com/thumbr/474x710/2/c/5a8e885b2a407731c4582ef95f2956627a7e3926a20fab842d9a122f0be7f2/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.hmIy4qjD56VraHPba3wG2QHaLG%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/d/2/9ba99d572502d5ae1bcab043481c8929578f3f58e3802fe8fde8e41ce70f17/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.kzwdtfGaj7VlSchxgV4A5gHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/7/1/e64379c238bb41d369ee9fcfc3be3ca86e3788aa668abe121077def2ad3abf/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.NkTFxPemXXiNL3UqBpt0nQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.04792005,-114.049785
 Cardinale,"401 12 Ave SE, Calgary, AB T2G 1A5",(403) 264-6046,https://www.opentable.ca/r/cardinale-restaurant-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.5,"Cardinale - An Italian Joint located in Victoria Park.  Hand-crafted cocktail, fresh pasta, locally sourced meats & produce paired with fine wine.","Italian,Calgary","['https://s2.qwant.com/thumbr/474x400/c/0/beb00e4a5f7959f507ae893ed1f0572a5666494d91b809104aff8221bdaddb/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.PH-0NNEMRBjdJ5enkJ7sJgHaGQ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/4/a/ed2c5f69a21dd4c0148d7c216daffddf62d0a72733789a4fdd64541bf0f464/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.NrlnGkkoVuS9IkwUGbN0GAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x602/f/f/41973327c8d4ec700d492c85d0fb8e1fc2a41082289c83812f7bda01ed87c6/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.QPR7J5fc0wBB-tjKbIhCagHaJa%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0411774,-114.0544314
 Yellow Door Bistro,"119 12 Ave SW, Calgary, AB T2R 0G8",(403) 206-9585,https://www.opentable.ca/r/yellow-door-bistro-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.75,"A bright, airy space full of surprises, Yellow Door offers creative dishes in a whimsical, approachable style. Come for the culinary splendour. Stay for the unconventional charm.Serving our weekday breakfast buffet, lunch, dinner and weekend brunch buffet, Yellow Door Bistro believes in elevating simple food with quality ingredients. Come join us for the ""Appiest"" of Hours daily in Yellow Door between 4pm - 6pm and enjoy amazing food and drink specials!FREE PARKING â Our guests receive complimentary self-parking at Hotel Arts in both above ground surface lot and heated underground parkade.","Contemporary,European,Calgary","['https://s1.qwant.com/thumbr/474x474/0/0/1552d8580ac8c535f31c68404ce902fbfd01f6793db46256c4c89fba1eccbf/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.NrimwuD927A2jnJ1O3TsNwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/0/2/41aa475b508d429b50abf3188a9c2e3f63ac8742134701132d31a7e966a319/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.ox8Da-7bYxdonbVOlmCLEAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x711/6/4/745698d5dfa1f62e2dd1a89aa80b207b39f455a63a063ad651dd7a5d3882c6/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.b3hQkRdcdIuEjQNr2OlESQHaLH%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0406364,-114.0646888
 Pulcinella,"1147 Kensington Crescent NW, Calgary, AB T2N 1X7",(403) 283-1166,https://www.opentable.ca/pulcinella-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,"Executive Chef Domenic Tudda spent his childhood years learning of Italian cuisine while his family owned and operated Stromboli's restaurant in Calgary. He furthered his education by undergoing extensive culinary training in Italy and has been able to continue his parent's legacy of bringing unique and incredibly authentic Italian dining to Calgarians.  One of the most revered of these ventures is Ristorante Pulcinella, where Domenic first earned distinction when his international training crossed borders and entered Calgary in the spring of 2006. One of the few APN (Associazione Pizzaioli Napolitani) certified pizzerias in the world, Domenic has been able to showcase his culinary skills, incredible wine knowledge, and passion for Italian cuisine to provide Calgary with a truly artistic, original and delicious experience not soon to be forgotten. Certainly not your classical North American pizza, it's definitely different, but definitely delicious.","Italian,Kensington","['https://s2.qwant.com/thumbr/450x450/d/3/d31bb1dc5c01bfbed03e5a54df2c21179b66c9e98ef639d7e5d44aff678766/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Iw0o5dfmzwv3Ay26Fdd2owAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/b/1/82cecaaeb3052acc2c722d168dac4239129bfc6505fa80d1324671fd2a13be/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Ia-s52TJuoDN1c4Qzagr6QHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/8/3b68cc6e9fa6bba732d3fdc91c1a9ac4f1911816aac2e85bddd001c6919d65/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.oIfB3zC7lzagwMlvCX4rWgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",51.05211945,-114.0886926
